,state,tot_co2,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,FIPS,Unnamed: 0,CSA Code,CBSA Title,MSAMCA,center-outer,city,city_pop2014,county_pop2002,county_co2_pc_tons,county,county_land_area_sqmi,top_level,CSA,density_sqmi_county
102,CO,2349105.23802,142803.127449,70092.2836289,227770.373927,1114401.5946,579035.012969,0.0,41262.5977455,103721.162647,70019.0850526,8041.0,277,,"Colorado Springs, CO",Metropolitan Statistical Area,Central,"Colorado Springs, CO",686908,544815,4.31174846144,El Paso County,2126.801,"Colorado Springs, CO",False,256.166420836
104,CO,1336854.85158,96973.8700751,227672.513356,241234.431978,0.0,628953.850814,0.0,20056.2337459,50415.0466754,71548.9049358,8059.0,350,216.0,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Central,"Denver-Aurora-Lakewood, CO",2754258,529191,2.52622371049,Jefferson County,764.208,"Denver-Aurora, CO",True,692.46985114
105,CO,1246235.36728,52647.1111421,67061.9916352,113222.239927,622677.734451,306269.785314,0.0,12014.8428739,30201.5274007,42140.1345408,8069.0,408,,"Fort Collins, CO",Metropolitan Statistical Area,Central,"Fort Collins, CO",324122,265659,4.69110915604,Larimer County,2596.002,"Fort Collins, CO",False,102.333896507
106,CO,472127.483213,17219.7267106,73889.738906,56081.3022013,108352.222808,153656.144327,0.0,13157.3812964,33073.5072472,16697.4597166,8077.0,427,,"Grand Junction, CO",Metropolitan Statistical Area,Central,"Grand Junction, CO",148255,122131,3.86574647888,Mesa County,3328.974,"Grand Junction, CO",False,36.6872796243
108,CO,1864386.93476,57576.5206312,66797.979147,70510.0374526,1420539.11147,184853.811254,0.0,13865.2604151,34852.8926546,15391.3217332,8101.0,875,444.0,"Pueblo, CO",Metropolitan Statistical Area,Central,"Pueblo, CO",161875,146735,12.7058093486,Pueblo County,2386.104,"Pueblo-Cañon City, CO",True,61.4956431069
110,CO,1690290.13513,99457.0455596,470604.052582,80447.1075233,593382.96991,321026.814235,0.0,23179.2252238,58265.2620975,43927.6580033,8123.0,432,216.0,"Greeley, CO",Metropolitan Statistical Area,Central,"Greeley, CO",277670,203570,8.30323787952,Weld County,3987.238,"Denver-Aurora, CO",True,51.0553922289
111,CT,2946575.33932,278518.567278,42601.4851111,549860.338801,876855.966799,990894.886105,0.0,23536.7735784,59164.0282636,125143.293381,9001.0,177,408.0,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,Central,"Bridgeport-Stamford-Norwalk, CT",945438,890635,3.30839832178,Fairfield County,624.89,"New York-Newark, NY-NJ-CT-PA",True,1425.26684697
112,CT,2277993.90646,326180.476689,45477.2075977,566291.651557,53238.1679417,1024765.96945,0.0,48074.0998138,120843.133578,93123.1998289,9003.0,456,278.0,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Central,"Hartford-West Hartford-East Hartford, CT",1214295,864497,2.63505125692,Hartford County,735.097,"Hartford-West Hartford, CT",True,1176.03119044
113,CT,415812.276168,47333.6496185,21795.4925143,122723.224116,0.0,196153.387416,0.0,0.0,0.0,27806.5225034,9005.0,1111,408.0,"Torrington, CT",Micropolitan Statistical Area,Central,"Torrington, CT",184993,185656,2.23969209812,Litchfield County,920.56,"New York-Newark, NY-NJ-CT-PA",True,201.677239941
114,CT,625342.319366,40730.5323704,95749.3386293,104845.097005,116244.063993,232689.340871,0.0,2823.48677856,7097.35920466,25163.1005139,9007.0,457,278.0,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Central,"Hartford-West Hartford-East Hartford, CT",1214295,159207,3.92785693698,Middlesex County,369.301,"Hartford-West Hartford, CT",True,431.103625498
115,CT,2383268.2316,254555.614548,62726.8671986,534378.418648,467708.579371,898281.02536,0.0,20258.3056916,50922.9924204,94436.4283662,9009.0,742,408.0,"New Haven-Milford, CT",Metropolitan Statistical Area,Central,"New Haven-Milford, CT",861277,832376,2.86321113488,New Haven County,604.506,"New York-Newark, NY-NJ-CT-PA",True,1376.95242065
116,CT,906677.076125,83450.3863112,90498.7679905,172338.669341,83794.7892729,406789.446544,0.0,8820.35856051,22171.5994553,38813.05865,9011.0,779,278.0,"Norwich-New London, CT",Metropolitan Statistical Area,Central,"Norwich-New London, CT",273676,263098,3.44615723466,New London County,664.878,"Hartford-West Hartford, CT",True,395.708686406
117,CT,353833.890523,36734.8346682,4333.16132039,88050.808836,0.0,211149.79299,0.0,0.0,0.0,13565.2927084,9013.0,458,278.0,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Central,"Hartford-West Hartford-East Hartford, CT",1214295,141963,2.49243739934,Tolland County,410.214,"Hartford-West Hartford, CT",True,346.070587547
118,CT,670444.223394,22103.6804293,16104.6251807,74065.7984824,375321.277512,146306.874553,0.0,5599.26677223,14074.7964855,16867.9039793,9015.0,1250,148.0,"Worcester, MA-CT",Metropolitan Statistical Area,Central,"Worcester, MA-CT",930473,110950,6.04276001256,Windham County,512.91,"Boston-Worcester-Providence, MA-RI-NH-CT",True,216.314753076
119,DE,539568.700087,32708.2505613,54403.4491687,40735.7743192,44998.4252201,214394.090662,0.0,33640.102031,84560.611937,34127.9961873,10001.0,366,428.0,"Dover, DE",Metropolitan Statistical Area,Central,"Dover, DE",171987,131301,4.10940282318,Kent County,586.179,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",True,223.994718337
120,DE,2472721.8189,159613.518231,373942.228182,189190.398474,881899.231097,728747.429073,0.0,23691.3176026,59552.4990098,56085.1972324,10003.0,833,428.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,Central,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6051170,509113,4.85692138858,New Castle County,426.286,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",True,1194.29913251
121,DE,1371502.03149,23674.3920031,268082.588346,34436.5674466,668435.503184,303645.436866,0.0,6577.52994811,16533.8353361,50116.178357,10005.0,961,,"Salisbury, MD-DE",Metropolitan Statistical Area,Central,"Salisbury, MD-DE",389922,163717,8.37727316947,Sussex County,936.079,"Salisbury, MD-DE",False,174.896563217
122,DC,1260173.02245,323700.293396,6585.25952485,256174.668846,73213.0242542,532895.790231,0.0,42.9429549657,107.94344893,67453.0997989,11001.0,1172,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,579585,2.1742678338,District of Columbia,61.048,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,9493.92281483
123,DC,1260173.02245,323700.293396,6585.25952485,256174.668846,73213.0242542,532895.790231,0.0,42.9429549657,107.94344893,67453.0997989,11001.0,1173,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,579585,2.1742678338,District of Columbia,61.048,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,9493.92281483
124,FL,1147965.8486,11151.5175926,50650.5441499,7409.95242227,508103.520909,411553.40787,95366.0073663,10129.0814648,25461.3169976,28140.4998245,12001.0,418,264.0,"Gainesville, FL",Metropolitan Statistical Area,Central,"Gainesville, FL",273377,223994,5.12498481476,Alachua County,875.02,"Gainesville-Lake City, FL",True,255.987291719
126,FL,1162660.28932,8702.95781403,111969.970495,5505.06792551,744363.281301,216504.80849,0.0,10843.8535105,27258.0262798,37512.3235027,12005.0,816,,"Panama City, FL",Metropolitan Statistical Area,Central,"Panama City, FL",194929,152213,7.63837707239,Bay County,758.459,"Panama City, FL",False,200.687182827
127,FL,2265118.97544,27924.6885034,131440.495517,17542.2509561,960619.053041,815143.596757,0.0,60543.6858118,152187.735817,99717.4690383,12009.0,815,,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,Central,"Palm Bay-Melbourne-Titusville, FL",556885,494239,4.58304378133,Brevard County,1015.664,"Palm Bay-Melbourne-Titusville, FL",False,486.616636998
128,FL,4844410.19657,87701.7638468,421026.222654,57237.8149394,1682552.47057,1981157.37394,0.0,120136.619319,301985.577832,192612.353469,12011.0,678,370.0,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Central,"Miami-Fort Lauderdale-West Palm Beach, FL",5929819,1698735,2.85177511299,Broward County,1209.785,"Miami-Fort Lauderdale-Port St. Lucie, FL",True,1404.16272313
129,FL,353633.417827,7814.10367276,33989.1093082,5119.97217538,31.2492216725,236306.292049,0.0,8723.90987751,21929.1581327,39719.62339,12015.0,876,412.0,"Punta Gorda, FL",Metropolitan Statistical Area,Central,"Punta Gorda, FL",168474,149473,2.36586820246,Charlotte County,680.279,"North Port-Sarasota, FL",True,219.723084205
130,FL,4077882.63924,6578.9639966,36541.8962935,4324.27331059,3762440.37276,225467.842411,0.0,5303.97680204,13332.5292929,23892.7843719,12017.0,470,,"Homosassa Springs, FL",Metropolitan Statistical Area,Central,"Homosassa Springs, FL",139377,123243,33.088148124,Citrus County,581.696,"Homosassa Springs, FL",False,211.868398614
131,FL,278165.076388,8041.51676138,34632.1082751,5260.54702168,0.0,209471.244505,0.0,0.0,0.0,20759.6598249,12019.0,519,300.0,"Jacksonville, FL",Metropolitan Statistical Area,Central,"Jacksonville, FL",1419127,150645,1.84649391874,Clay County,604.36,"Jacksonville-St. Marys-Palatka, FL-GA",True,249.263683897
132,FL,664621.656908,11634.1602372,55122.7535823,7725.37849791,24391.5955496,394908.80566,0.0,24811.4294298,62368.1087819,83659.4251692,12021.0,724,162.0,"Naples-Immokalee-Marco Island, FL",Metropolitan Statistical Area,Central,"Naples-Immokalee-Marco Island, FL",348777,275367,2.41358498625,Collier County,1998.324,"Cape Coral-Fort Myers-Naples, FL",True,137.798975542
133,FL,5940603.26144,97236.2823105,473653.236882,28293.3577812,3671615.04587,1321237.03916,0.0,63087.1627199,158581.232403,126899.904322,12031.0,520,300.0,"Jacksonville, FL",Metropolitan Statistical Area,Central,"Jacksonville, FL",1419127,802673,7.40102540069,Duval County,762.192,"Jacksonville-St. Marys-Palatka, FL-GA",True,1053.11128954
134,FL,3770191.89248,19244.2270458,1744050.36554,10539.1981952,1368674.99472,485576.697894,0.0,28986.6346827,72863.2617278,40256.5126803,12033.0,818,,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Central,"Pensacola-Ferry Pass-Brent, FL",474081,299746,12.5779556441,Escambia County,656.461,"Pensacola-Ferry Pass-Brent, FL",False,456.608998859
135,FL,247603.652565,2796.24981607,12035.0590912,1838.98158287,0.0,125605.679032,0.0,22462.1239857,56462.6941154,26402.8649413,12035.0,340,422.0,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Central,"Deltona-Daytona Beach-Ormond Beach, FL",609939,57432,4.31124899994,Flagler County,485.461,"Orlando-Deltona-Daytona Beach, FL",True,118.304045021
140,FL,6316811.6722,106580.741821,287469.45288,35060.8668549,4018364.3232,1453223.39593,0.0,68809.6872826,172965.858535,174337.3457,12057.0,1092,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Central,"Tampa-St. Petersburg-Clearwater, FL",2915582,1050928,6.01069880354,Hillsborough County,1020.214,"Tampa-St. Petersburg-Clearwater, FL",False,1030.10544846
141,FL,356291.361623,7235.49154455,24797.312485,3740.16632024,29855.7383698,151611.228927,0.0,30054.2549135,75546.9224262,33450.2466374,12061.0,1043,370.0,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,Central,"Sebastian-Vero Beach, FL",144755,117807,3.02436494965,Indian River County,502.872,"Miami-Fort Lauderdale-Port St. Lucie, FL",True,234.268362526
144,FL,1823779.91562,22473.2115803,99560.9731036,15197.6274954,723744.017355,721368.149834,0.0,25573.4912339,64283.695688,151578.749326,12071.0,191,162.0,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,Central,"Cape Coral-Fort Myers, FL",679513,474109,3.84675236204,Lee County,784.513,"Cape Coral-Fort Myers-Naples, FL",True,604.335428476
145,FL,683663.306142,19918.0386262,52903.4400303,8059.43737291,124774.216114,369964.983246,0.0,20253.7672282,50911.5891955,36877.8343292,12073.0,1089,533.0,"Tallahassee, FL",Metropolitan Statistical Area,Central,"Tallahassee, FL",375751,243733,2.80496816657,Leon County,666.852,"Tallahassee-Bainbridge, FL-GA",True,365.497891586
146,FL,1998752.51455,21157.3921645,68787.819583,9081.54929578,1381575.98608,368120.093596,0.0,20536.0455616,51621.1423634,77872.4859011,12081.0,777,412.0,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Central,"North Port-Sarasota-Bradenton, FL",748708,279448,7.15250248544,Manatee County,742.931,"North Port-Sarasota, FL",True,376.142602745
147,FL,754983.029546,13804.6064369,79334.5201889,9167.38750756,0.0,569864.652736,0.0,6620.16604003,16641.0132601,59550.6833774,12083.0,780,,"Ocala, FL",Metropolitan Statistical Area,Central,"Ocala, FL",339167,271261,2.78323470586,Marion County,1584.546,"Ocala, FL",False,171.19162208
148,FL,2769579.54348,6811.44683056,28935.5393172,4408.28407023,2361322.31,261497.692422,0.0,14479.2626027,36396.2972393,55728.7110001,12085.0,863,370.0,"Port St. Lucie, FL",Metropolitan Statistical Area,Central,"Port St. Lucie, FL",444420,131604,21.044797601,Martin County,543.464,"Miami-Fort Lauderdale-Port St. Lucie, FL",True,242.157714218
149,FL,5129586.34387,125657.614629,562290.534975,81097.0012231,653045.129105,2677214.1379,352773.408633,116171.327729,292018.079581,269319.1101,12086.0,679,370.0,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Central,"Miami-Fort Lauderdale-West Palm Beach, FL",5929819,2328122,2.20331509426,Miami-Dade County,1897.716,"Miami-Fort Lauderdale-Port St. Lucie, FL",True,1226.8021137
151,FL,530873.177227,10464.6864195,48846.4684653,6340.57038486,0.0,289217.714727,0.0,41504.2219971,104328.533716,30170.9815176,12091.0,308,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,Central,"Crestview-Fort Walton Beach-Destin, FL",258042,175924,3.01762793722,Okaloosa County,930.247,"Crestview-Fort Walton Beach-Destin, FL",False,189.115363984
152,FL,3879941.31844,48377.5821302,215767.80154,30457.2713039,1656232.54243,1433181.06449,0.0,92067.1703049,231427.838431,172430.04781,12095.0,804,422.0,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Central,"Orlando-Kissimmee-Sanford, FL",2321418,946806,4.09792641622,Orange County,903.429,"Orlando-Deltona-Daytona Beach, FL",True,1048.01373434
154,FL,2760300.4635,61057.3256164,292464.775098,39108.2821871,533438.150074,1372919.00897,0.0,62584.0761015,157316.642641,241412.20281,12099.0,680,370.0,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Central,"Miami-Fort Lauderdale-West Palm Beach, FL",5929819,1185745,2.3279039452,Palm Beach County,1969.763,"Miami-Fort Lauderdale-Port St. Lucie, FL",True,601.973435383
155,FL,1794631.05482,18519.4776207,81235.7162732,12336.440569,1104598.36091,502843.150907,0.0,5585.39877851,14039.9274859,55472.5822742,12101.0,1093,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Central,"Tampa-St. Petersburg-Clearwater, FL",2915582,371409,4.83195360053,Pasco County,746.886,"Tampa-St. Petersburg-Clearwater, FL",False,497.276692829
156,FL,2827967.51215,595606.236618,228747.342202,32747.2515508,513242.16429,1193243.9343,0.0,44617.0705879,112153.247864,107610.264737,12103.0,1094,,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Central,"Tampa-St. Petersburg-Clearwater, FL",2915582,923557,3.06203895607,Pinellas County,273.799,"Tampa-St. Petersburg-Clearwater, FL",False,3373.12042776
157,FL,3621321.67148,26515.5290354,180084.278105,17033.3408518,2462333.11889,740776.012663,0.0,31914.361249,80222.638455,82442.3922313,12105.0,590,,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,Central,"Lakeland-Winter Haven, FL",634638,498428,7.26548603105,Polk County,1797.837,"Lakeland-Winter Haven, FL",False,277.237591617
159,FL,512266.341517,10343.5696253,55468.1364537,6784.1025289,8750.61043983,312291.929075,0.0,21033.7971596,52872.333226,44721.8630083,12111.0,864,370.0,"Port St. Lucie, FL",Metropolitan Statistical Area,Central,"Port St. Lucie, FL",444420,204349,2.50682088739,St. Lucie County,571.926,"Miami-Fort Lauderdale-Port St. Lucie, FL",True,357.299720593
160,FL,530846.827971,6832.56264125,183309.460476,4517.75733928,17859.4418633,267438.339586,0.0,6483.31262595,16297.0049135,28108.9485259,12113.0,819,,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Central,"Pensacola-Ferry Pass-Brent, FL",474081,128077,4.14474751884,Santa Rosa County,1011.605,"Pensacola-Ferry Pass-Brent, FL",False,126.607717439
161,FL,675082.315963,17242.1301164,75611.4129667,11426.2661772,0.0,436161.559211,0.0,18649.1911697,46878.1840354,69113.5722866,12115.0,778,412.0,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Central,"North Port-Sarasota-Bradenton, FL",748708,338940,1.9917457838,Sarasota County,555.868,"North Port-Sarasota, FL",True,609.749077119
162,FL,957344.804385,20018.6621499,88134.6573958,13327.4509146,0.0,629775.588304,0.0,40867.3125276,102727.537757,62493.5953361,12117.0,806,422.0,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Central,"Orlando-Kissimmee-Sanford, FL",2321418,381313,2.51065346417,Seminole County,309.221,"Orlando-Deltona-Daytona Beach, FL",True,1233.14069872
163,FL,187619.978925,2926.73522229,10466.5126583,1601.92719902,0.0,156167.06946,0.0,0.0,0.0,16457.7343848,12119.0,1102,422.0,"The Villages, FL",Metropolitan Statistical Area,Central,"The Villages, FL",114350,57482,3.26397792222,Sumter County,546.933,"Orlando-Deltona-Daytona Beach, FL",True,105.098796379
164,FL,1965382.36299,24984.7427926,117560.392633,15854.4855453,763632.732371,663674.286254,0.0,85178.3067928,214111.415303,80386.0013009,12127.0,341,422.0,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,Central,"Deltona-Daytona Beach-Ormond Beach, FL",609939,458400,4.28748333986,Volusia County,1101.032,"Orlando-Deltona-Daytona Beach, FL",True,416.33667323
166,FL,216218.25211,2154.69237523,9370.68319446,1415.90969031,0.0,170842.065435,0.0,1912.00522353,4806.18272737,25716.7134641,12131.0,309,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,Central,"Crestview-Fort Walton Beach-Destin, FL",258042,44046,4.90891913249,Walton County,1037.625,"Crestview-Fort Walton Beach-Destin, FL",False,42.4488615829
170,GA,577685.397959,29519.0505521,158334.002217,45598.923687,40339.6120602,262307.288787,0.0,6583.61016154,16549.119286,18453.7912077,13021.0,651,356.0,"Macon, GA",Metropolitan Statistical Area,Central,"Macon, GA",230450,153979,3.75171548042,Bibb County,249.762,"Macon-Warner Robins, GA",True,616.502910771
173,GA,94074.9300625,1070.87792872,2015.79123678,2099.77564789,0.0,83461.376623,0.0,0.0,0.0,5427.10862614,13029.0,1034,496.0,"Savannah, GA",Metropolitan Statistical Area,Central,"Savannah, GA",372708,24862,3.78388424353,Bryan County,435.967,"Savannah-Hinesville-Statesboro, GA",True,57.0272520627
177,GA,145587.857013,3473.89637566,22203.4027644,8078.67691858,0.0,106075.505669,0.0,0.0,0.0,5756.37528546,13047.0,223,174.0,"Chattanooga, TN-GA",Metropolitan Statistical Area,Central,"Chattanooga, TN-GA",544559,56060,2.59700066024,Catoosa County,162.159,"Chattanooga-Cleveland-Dalton, TN-GA-AL",True,345.71007468
